source,patent_id,publication_number,title,abstract,assignee,inventors,publication_date,filing_date,country,source_url,keywords,candidate_application_areas,ipc_codes,cpc_codes,claims_excerpt,patent_family,citation_count
USPTO,US12292345,US12292345,FLEXIBLE FABRIC BASED TRANSISTORS FOR ELECTROMECHANICAL SENSING ON 2D and 3D CURVED SURFACES,"A system of fabric-based devices designed as transistors with tri-state behavior that can measure any geometries on 2D and 3D surfaces. The devices are constructed from layers of conductive materials and flexible sheets that allow signals to selectively cross between layers. Multiple layers of conductive signals can be achieved by controlling the tension of the top and bottom thread, and interlayering conductive, semiconductive, insulating, and semi-porous materials around a sensing layer. The layers can be further modified to include folds and cuts that allow for 2D and 3D bending, stretching, twisting, and curves. Large sheets of devices can be organized into grid-like matrixes, with signal wires connected in a multiplexed fashion to minimize the amount of threads to simplify construction and device communication to a central processing unit.","Nextiles, Inc.",George Sun,2025-05-06,2024-03-08,US,https://patents.google.com/patent/US20240255363A1/en,fabric; sensing; transistors,Smart textiles,,G01L1/18; D05C17/00; D05D2209/00; D05D2303/40; G01L1/12; G01L1/146; G01L1/148; G01L1/205; G01L1/26; G01L5/101; G01L5/16; H05K1/038,,,
USPTO,US11933607,US11933607,Electrode mapping and signal orthogonality for capacitive imaging glove,"A capacitive imaging glove includes electrodes implemented throughout the capacitive imaging glove and drive-sense circuits (DSCs) such that a DSC receives a reference signal generates a signal based thereon. The DSC provides the signal to a first electrode via a single line and simultaneously senses it. Note the signal is coupled from the first electrode to the second electrode via a gap therebetween. The DSC generates a digital signal representative of the electrical characteristic of the first electrode. Processing module(s), when enabled, is/are configured to execute operational instructions (e.g., stored in and/or retrieved from memory) to generate the reference signal, process the digital signal to determine the electrical characteristic of the first electrode, and process the electrical characteristic of the first electrode to determine a distance between the first electrode and the second electrode, and generate capacitive image data representative of a shape of the capacitive imaging glove.","SIGMASENSE, LLC.",Patrick Troy Gray; Gerald Dale Morrison; Daniel Keith Van Ostrand; Richard Stuart Seger JR.; Shayne X. Short; Timothy W. Markison,2024-03-19,2023-03-30,US,https://patents.google.com/patent/US20230251077A1/en,electrode; glove,Wearable health monitoring,,G01B7/287; G01D5/2417; G06F3/014; A41D19/0024; G01B7/14; G01P15/00; G01P15/18; G06F3/017,,,
USPTO,US12431632,US12431632,Systems And Methods For Integrating Antennas Into Textile Bands,"A wearable device including a physical processor and a textile band that is dimensioned to secure the wearable device to a user and that comprises an antenna. The wearable device also includes a coupler that communicatively couples the antenna to the physical processor. Various other devices, systems, and methods are also disclosed.","Meta Platforms Technologies, LLC",John Ho; Wenjing Su; Jiang Zhu,2025-09-30,2023-03-03,US,https://patents.google.com/patent/US20240297443A1/en,antennas; textile,Textile antennas,,H01Q17/002; H01Q9/0407; H01Q9/30,,,
USPTO,US12267026,US12267026,Textile Triboelectric Nanogenerators With Diverse 3D-Spacer Fabrics For Improved Output Voltage,"A triboelectric nanogenerator (TENG) using a 3D-spacer fabric and polydimethylsiloxane (PDMS) shows great application potential for biokinetic energy harvesting and a multifunctional self-power device. In the present disclosure, a TENG with a fabric-PDMS-fabric structure is fabricated using diverse three-dimensional (3D) fabrics and PDMS. Peak-to-peak output voltages of the diverse 3D-spacer fabrics are compared. The output voltages are changed due to structures and vertical fibers. In addition, a coefficient of surface friction between PDMS and fabric improves the output voltage. TENGs using different 3D-spacer polymeric fabrics show different maximum peak-to-peak output voltage performances. This is due to the stiffness, lateral elasticity, and 3D morphology of the fabrics. It is considered that those factors including the stiffness, the lateral elasticity, and the 3D morphology influence the densities in vertical and lateral fiber-to-fiber interaction.",University of Seoul Industry Cooperation Foundation,Hyeok KIM,2025-04-01,2022-12-28,US,https://patents.google.com/patent/US20230208323A1/en,fabrics; nanogenerators; textile; triboelectric,Textile energy harvesting,,H02N1/04; B32B3/263; B32B27/12; C08L63/04; D03D25/005; H02N2/18,,,
USPTO,US11896394,US11896394,Electronics-To-Textile Interconnection Method And System,"An apparatus and method to reliably attach an electronic module to a textile. The overall mechanical assembly of the invention includes: (a) light pipe, (b) top enclosure, (b) magnet, (c) main electronics which contains (d) the main PCB, (e) battery and (f) other electronic components, (g) bottom enclosure, which holds (h) the connector PCB, (i) module dock, (j) top textile PCB which are located above the (j) textile band and under the (k) textile pocket and the (l) bottom textile PCB and (m) fabric and laminate padding, which are located below the textile band. The invention is physically embodied by an electronic module, comprising at least one printed circuit board (PCB), comprising at least one conductive circuit and at least one electronic component; a metallic rivet, grommet or eyelet to mechanically and electrically connect the; and a textile substrate with at least one electrically conductive circuit.",MYANT INC.,Tony CHAHINE; Steve AITKEN; Adrian Philip STRAKA; Milad ALIZADEH-MEGHRAZI,2024-02-13,2022-08-17,US,https://patents.google.com/patent/US20220386958A1/en,electronics; textile,Smart textiles,,A61B5/6804; H05K1/147; A61B5/25; A61B5/053; A61B5/08; A61B5/6831; A61B2560/0456; A61B2562/166; H01R12/7041; H01R12/7064; H01R12/7076; H01R12/716; H01R2107/00; H01R2201/20; H05K1/038; H05K1/189; H05K3/365; H05K5/0026,,,
USPTO,US12064262,US12064262,Physiological Sensing Textile Apparatus,"A garment system comprises a garment substrate formed from one or more textile-based sheets, a distributed array of a plurality of resistive pressure sensors coupled to the garment substrate at a set of first specified locations. Each of the plurality of resistive sensors comprises a pair of first textile-based outer layers each having an electrical resistance of no more than 100 ohms and a textile-based inner layer sandwiched between the pair of first textile-based outer layers having an electrical resistance of at least 1 mega-ohm. The system also includes electronics configured to process signals from the distributed array of resistive pressure sensors to determine one or more physiological properties of a wearer of the garment substrate.",University of Massachusetts,Deepak Ganesan; Trisha L. Andrew; Ali Kiaghadi; Seyedeh Zohreh Homayounfar; Jeremy Gummeson,2024-08-20,2022-08-08,US,https://patents.google.com/patent/US20220386957A1/en,physiological; sensing; sensing textile; textile,Wearable health monitoring,,A61B5/6804; B32B7/025; A41D31/04; A41D1/005; A61B5/1102; A61B5/1116; A61B5/6823; A61B2562/0247; B32B3/08; B32B5/024; B32B5/26; B32B2250/20; B32B2255/02; B32B2255/205; B32B2255/26; B32B2262/0261; B32B2262/062; B32B2307/202; B32B2307/204; B32B2307/206; B32B2307/73; B32B2437/00,,,
USPTO,US12327153,US12327153,Textile Part Provided With An Electronic Tag Comprising A Wired Electronic Device And Method For Producing Such A Part,"The invention relates to a method for making a textile part (A; A1, A2), comprising a step of forming a stitched seam (c1, c2, c3; C). The stitched seam step also aims to secure an electronic tag (1) to the textile part (A; A1, A2). The electronic tag (1) is formed from a strip comprising a wired electronic device comprising a chip (3a) associated with at least one antenna wire (3b), the chip (3a) and the antenna wire (3b) being arranged inside the stitched seam (c1, c2, c3; C). The invention also relates to the textile part provided with the tag.",PRIMO1D,Nicolas Carteaux; Anne Guirimand; Daniele Sette,2025-06-10,2022-05-06,US,https://patents.google.com/patent/US20230097855A1/en,electronic; textile,Smart textiles,,G06K19/07773; H01Q1/2208; H01Q7/00,,,
USPTO,US11796401,US11796401,Textile Pressure Sensor Array And Pressure Distribution Mapping System,A pressure distribution mapping system includes a flexible M×N textile-based pressure sensor array. with first and second electrode textile layers and a piezoresistive fabric layer with a sheet resistance of at least 60 k-ohm/square positioned between the first and second electrode textile layers. Individual pressure sensors are formed by an intersection between a row electrically-conductive path and a column electrically-conductive path along with the portion of the piezoresistive layer positioned at the intersection. A measurement system measures the resistance of each pressure sensor of the pressure sensor array. The measurement system includes a reading module with first op-amps connected to each row and second op-amps connected to each column. Plural switches switch between pressure sensor-enabled and pressure sensor-disabled positions to minimize a bus line crosstalk effect during pressure sensor reading A processor scans each pressure sensor and generates a pressure distribution profile based on a measured resistance of each pressure sensor.,Nano and Advanced Materials Institute Limited,Yam CHONG; Tao XU; Li FU; Chenmin LIU,2023-10-24,2022-04-06,US,https://patents.google.com/patent/US20220326099A1/en,sensor; textile,Textile sensors,,G01L1/18; A61B2562/0247; A61B2562/046,,,
USPTO,US11885045,US11885045,Temperature-Sensing And Humidity-Controlling Fiber And Fabricating Method Thereof,"A temperature-sensing and humidity-controlling fiber includes a hydrophilic material and a temperature-sensing material. The temperature-sensing material has a lower critical solution temperature (LCST) between 31.2° C. and 32.5° C. when a light transmittance thereof is in a range from 3% to 80%, in which a wavelength of the light is between 450 nm and 550 nm.",TAIWAN TEXTILE RESEARCH INSTITUTE,Wen-Jung CHEN; Wei-Hsiang LIN; Chao-Huei LIU,2024-01-30,2022-03-09,US,https://patents.google.com/patent/US20220333275A1/en,fiber; sensing,Smart textiles,,D01F1/10; D01F6/62; C08L67/02; C08L2203/12; C08L2205/025; C08L2310/00; D01F6/92; D10B2401/022; D10B2401/04,,,
USPTO,US12232256,US12232256,Flexible Hybrid Electronic Substrate And Electronic Textile Including The Same,"A flexible hybrid electronic substrate and electronic textile including the same are provided. The flexible hybrid electronic substrate includes a first region and a second region. There is a joint between the first region and the second region. Each of the first region and the second region includes at least one selected from the group consisting of the following structure features: multilayer structure feature, anisotropic structure feature and pre-strained structure feature.",Industrial Technology Research Institute,I-Hung Chiang; Hung-Hsien Ko; Min-Hsiung Liang; Te-Hsun Lin; Chen-Tsai Yang; Hao-Wei Yu,2025-02-18,2022-01-27,US,https://patents.google.com/patent/US20230147556A1/en,electronic; electronic textile; textile,Smart textiles,,H05K1/038; A61B5/6804; H05K1/0277,,,
